filename_video,frame_nomor,x1,y1,x2,y2,label_object,speed_ground_truth
std_14813946_1080_1920_30fps.mp4,120,5,227,42,693,MOTOR,0
std_14813946_1080_1920_30fps.mp4,120,79,224,252,683,MOTOR,0
std_14813946_1080_1920_30fps.mp4,120,230,217,705,680,MOTOR,55
std_14813946_1080_1920_30fps.mp4,120,512,426,559,449,PAKAI HELM,55
std_14813946_1080_1920_30fps.mp4,150,449,229,1380,689,MOTOR,48
std_14813946_1080_1920_30fps.mp4,150,225,215,676,660,MOTOR,0
std_14813946_1080_1920_30fps.mp4,150,604,223,1815,686,MOTOR,48
std_14813946_1080_1920_30fps.mp4,150,130,221,412,672,MOTOR,0
std_14813946_1080_1920_30fps.mp4,150,375,219,1130,660,MOTOR,48
std_14813946_1080_1920_30fps.mp4,150,959,423,1007,442,TIDAK PAKAI HELM,48
std_14813946_1080_1920_30fps.mp4,150,1012,420,1063,441,TIDAK PAKAI HELM,48
std_14813946_1080_1920_30fps.mp4,150,1198,423,1237,440,TIDAK PAKAI HELM,58
std_14813946_1080_1920_30fps.mp4,180,178,229,559,695,MOTOR,62
std_14813946_1080_1920_30fps.mp4,180,554,227,1677,674,MOTOR,54
std_14813946_1080_1920_30fps.mp4,180,264,223,829,663,MOTOR,62
std_14813946_1080_1920_30fps.mp4,180,1,232,28,708,MOTOR,0
std_14813946_1080_1920_30fps.mp4,180,397,223,1214,682,MOTOR,0
std_14813946_1080_1920_30fps.mp4,180,135,216,407,651,MOTOR,0
std_14813946_1080_1920_30fps.mp4,180,322,215,988,646,MOTOR,62
std_14813946_1080_1920_30fps.mp4,180,527,216,1586,651,MOTOR,54
std_14813946_1080_1920_30fps.mp4,210,569,218,1701,685,MOTOR,53
std_14813946_1080_1920_30fps.mp4,210,63,227,200,687,MOTOR,0
std_14813946_1080_1920_30fps.mp4,210,174,214,529,653,MOTOR,0
std_14813946_1080_1920_30fps.mp4,210,317,217,956,663,MOTOR,52
std_14813946_1080_1920_30fps.mp4,210,518,211,1552,640,MOTOR,57
std_14813946_1080_1920_30fps.mp4,210,356,211,1073,642,MOTOR,57
std_14813946_1080_1920_30fps.mp4,210,377,226,1150,684,MOTOR,57
std_14813946_1080_1920_30fps.mp4,210,520,230,1616,666,MOTOR,57
std_14813946_1080_1920_30fps.mp4,210,836,405,903,436,PAKAI HELM,56
std_14813946_1080_1920_30fps.mp4,240,122,206,389,642,PAKAI HELM,52
std_14813946_1080_1920_30fps.mp4,240,153,201,502,607,TIDAK PAKAI HELM,55
std_14813946_1080_1920_30fps.mp4,240,581,220,1753,671,MOTOR,0
std_14813946_1080_1920_30fps.mp4,240,591,216,1796,651,MOTOR,0
std_14813946_1080_1920_30fps.mp4,240,254,243,787,741,MOTOR,56
std_14813946_1080_1920_30fps.mp4,240,253,220,770,675,MOTOR,56
std_14813946_1080_1920_30fps.mp4,240,634,239,1913,720,MOTOR,57
std_14813946_1080_1920_30fps.mp4,240,386,214,1157,657,MOTOR,0
std_14813946_1080_1920_30fps.mp4,240,522,212,1574,638,MOTOR,0
std_14813946_1080_1920_30fps.mp4,240,418,407,485,439,TIDAK PAKAI HELM,56
std_14813946_1080_1920_30fps.mp4,270,409,226,1249,682,MOTOR,51
std_14813946_1080_1920_30fps.mp4,270,70,224,282,682,MOTOR,49
std_14813946_1080_1920_30fps.mp4,270,566,211,1741,643,MOTOR,53
std_14813946_1080_1920_30fps.mp4,270,266,228,831,692,MOTOR,32
std_14813946_1080_1920_30fps.mp4,270,609,419,646,438,TIDAK PAKAI HELM,30
std_14813946_1080_1920_30fps.mp4,270,912,401,981,432,TIDAK PAKAI HELM,51
std_14813946_1080_1920_30fps.mp4,270,987,402,1051,432,TIDAK PAKAI HELM,51
std_14813946_1080_1920_30fps.mp4,270,240,414,292,439,TIDAK PAKAI HELM,48
std_14813946_1080_1920_30fps.mp4,270,311,408,362,431,TIDAK PAKAI HELM,45
std_14813946_1080_1920_30fps.mp4,300,-12,298,12,903,MOTOR,62
std_14813946_1080_1920_30fps.mp4,30,248,219,761,652,MOTOR,63
std_14813946_1080_1920_30fps.mp4,30,573,211,1746,644,MOTOR,57
std_14813946_1080_1920_30fps.mp4,30,447,206,1372,647,MOTOR,59
std_14813946_1080_1920_30fps.mp4,30,589,214,1812,640,MOTOR,56
std_14813946_1080_1920_30fps.mp4,30,189,213,579,654,MOTOR,0
std_14813946_1080_1920_30fps.mp4,30,478,214,1449,644,MOTOR,57
std_14813946_1080_1920_30fps.mp4,30,630,205,1909,622,MOTOR,56
std_14813946_1080_1920_30fps.mp4,30,395,217,1198,656,MOTOR,57
std_14813946_1080_1920_30fps.mp4,30,285,210,865,646,MOTOR,0
std_14813946_1080_1920_30fps.mp4,30,230,207,701,634,MOTOR,0
std_14813946_1080_1920_30fps.mp4,30,783,405,816,423,PAKAI HELM,56
std_14813946_1080_1920_30fps.mp4,30,1147,411,1169,423,PAKAI HELM,59
std_14813946_1080_1920_30fps.mp4,30,1215,413,1231,423,PAKAI HELM,57
std_14813946_1080_1920_30fps.mp4,330,123,204,412,620,PAKAI HELM,47
std_14813946_1080_1920_30fps.mp4,330,360,221,1105,669,MOTOR,32
std_14813946_1080_1920_30fps.mp4,330,518,232,1558,703,MOTOR,42
std_14813946_1080_1920_30fps.mp4,330,-7,237,7,718,MOTOR,0
std_14813946_1080_1920_30fps.mp4,330,178,215,551,660,MOTOR,49
std_14813946_1080_1920_30fps.mp4,330,92,227,287,685,MOTOR,46
std_14813946_1080_1920_30fps.mp4,330,396,222,1219,673,MOTOR,56
std_14813946_1080_1920_30fps.mp4,330,622,217,1896,653,MOTOR,46
std_14813946_1080_1920_30fps.mp4,330,366,239,1109,724,MOTOR,58
std_14813946_1080_1920_30fps.mp4,330,308,203,973,622,PAKAI HELM,43
std_14813946_1080_1920_30fps.mp4,330,462,205,1416,624,PAKAI HELM,45
std_14813946_1080_1920_30fps.mp4,330,436,205,1339,626,PAKAI HELM,49
std_14813946_1080_1920_30fps.mp4,330,557,203,1706,622,PAKAI HELM,43
std_14813946_1080_1920_30fps.mp4,360,42,202,141,623,PAKAI HELM,44
std_14813946_1080_1920_30fps.mp4,360,173,221,531,666,MOTOR,57
std_14813946_1080_1920_30fps.mp4,360,593,226,1792,685,MOTOR,58
std_14813946_1080_1920_30fps.mp4,360,230,222,775,675,MOTOR,46
std_14813946_1080_1920_30fps.mp4,360,386,214,1165,651,MOTOR,0
std_14813946_1080_1920_30fps.mp4,360,55,218,220,655,MOTOR,35
std_14813946_1080_1920_30fps.mp4,360,31,216,94,655,MOTOR,42
std_14813946_1080_1920_30fps.mp4,360,145,232,452,701,MOTOR,49
std_14813946_1080_1920_30fps.mp4,360,533,203,1643,617,PAKAI HELM,0
std_14813946_1080_1920_30fps.mp4,360,121,205,385,626,PAKAI HELM,21
std_14813946_1080_1920_30fps.mp4,360,195,205,607,624,PAKAI HELM,56
std_14813946_1080_1920_30fps.mp4,360,240,204,741,627,PAKAI HELM,58
std_14813946_1080_1920_30fps.mp4,390,358,206,1084,627,PAKAI HELM,47
std_14813946_1080_1920_30fps.mp4,390,290,210,877,640,PAKAI HELM,46
std_14813946_1080_1920_30fps.mp4,390,29,206,110,628,PAKAI HELM,29
std_14813946_1080_1920_30fps.mp4,390,114,207,369,628,PAKAI HELM,17
std_14813946_1080_1920_30fps.mp4,390,595,219,1804,665,MOTOR,0
std_14813946_1080_1920_30fps.mp4,390,33,221,121,667,MOTOR,27
std_14813946_1080_1920_30fps.mp4,390,134,228,412,686,MOTOR,26
std_14813946_1080_1920_30fps.mp4,390,169,216,516,666,MOTOR,25
std_14813946_1080_1920_30fps.mp4,390,197,213,597,641,MOTOR,52
std_14813946_1080_1920_30fps.mp4,390,291,218,911,661,MOTOR,47
std_14813946_1080_1920_30fps.mp4,390,376,223,1145,674,MOTOR,47
std_14813946_1080_1920_30fps.mp4,390,241,222,736,670,MOTOR,45
std_14813946_1080_1920_30fps.mp4,390,272,218,828,661,MOTOR,42
std_14813946_1080_1920_30fps.mp4,390,243,208,740,631,PAKAI HELM,46
std_14813946_1080_1920_30fps.mp4,390,215,232,650,679,PAKAI HELM,39
std_14813946_1080_1920_30fps.mp4,390,158,204,489,632,PAKAI HELM,26
std_14813946_1080_1920_30fps.mp4,420,448,211,1368,638,PAKAI HELM,27
std_14813946_1080_1920_30fps.mp4,420,217,207,663,642,PAKAI HELM,31
std_14813946_1080_1920_30fps.mp4,420,122,206,375,631,PAKAI HELM,21
std_14813946_1080_1920_30fps.mp4,420,339,208,1062,637,PAKAI HELM,36
std_14813946_1080_1920_30fps.mp4,420,149,211,451,639,PAKAI HELM,23
std_14813946_1080_1920_30fps.mp4,420,102,212,312,657,MOTOR,21
std_14813946_1080_1920_30fps.mp4,420,476,222,1445,678,MOTOR,35
std_14813946_1080_1920_30fps.mp4,420,72,428,92,437,MOTOR,0
std_14813946_1080_1920_30fps.mp4,420,146,220,481,658,MOTOR,29
std_14813946_1080_1920_30fps.mp4,420,201,229,620,671,MOTOR,24
std_14813946_1080_1920_30fps.mp4,420,82,212,257,644,MOTOR,24
std_14813946_1080_1920_30fps.mp4,420,30,211,94,641,MOTOR,21
std_14813946_1080_1920_30fps.mp4,420,628,230,1890,693,MOTOR,34
std_14813946_1080_1920_30fps.mp4,420,63,215,195,652,MOTOR,26
std_14813946_1080_1920_30fps.mp4,420,101,219,316,659,MOTOR,25
std_14813946_1080_1920_30fps.mp4,420,201,217,610,662,MOTOR,26
std_14813946_1080_1920_30fps.mp4,420,262,221,837,666,MOTOR,35
std_14813946_1080_1920_30fps.mp4,420,368,233,1121,704,MOTOR,35
std_14813946_1080_1920_30fps.mp4,420,402,221,1215,674,MOTOR,34
std_14813946_1080_1920_30fps.mp4,420,152,225,465,680,MOTOR,33
std_14813946_1080_1920_30fps.mp4,420,343,209,1036,632,PAKAI HELM,35
std_14813946_1080_1920_30fps.mp4,450,254,214,775,649,PAKAI HELM,32
std_14813946_1080_1920_30fps.mp4,450,418,213,1266,646,PAKAI HELM,45
std_14813946_1080_1920_30fps.mp4,450,616,212,1861,655,PAKAI HELM,51
std_14813946_1080_1920_30fps.mp4,450,319,211,972,638,PAKAI HELM,36
std_14813946_1080_1920_30fps.mp4,450,130,206,422,644,PAKAI HELM,17
std_14813946_1080_1920_30fps.mp4,450,167,209,515,636,PAKAI HELM,18
std_14813946_1080_1920_30fps.mp4,450,299,210,916,643,PAKAI HELM,31
std_14813946_1080_1920_30fps.mp4,450,255,218,790,673,MOTOR,31
std_14813946_1080_1920_30fps.mp4,450,19,449,81,477,MOTOR,0
std_14813946_1080_1920_30fps.mp4,450,575,231,1730,695,MOTOR,41
std_14813946_1080_1920_30fps.mp4,450,289,223,873,672,MOTOR,31
std_14813946_1080_1920_30fps.mp4,450,318,224,983,674,MOTOR,31
std_14813946_1080_1920_30fps.mp4,450,537,225,1635,681,MOTOR,41
std_14813946_1080_1920_30fps.mp4,450,15,240,50,725,MOTOR,0
std_14813946_1080_1920_30fps.mp4,450,273,219,845,664,MOTOR,31
std_14813946_1080_1920_30fps.mp4,450,203,217,631,658,MOTOR,34
std_14813946_1080_1920_30fps.mp4,450,142,221,435,679,MOTOR,16
std_14813946_1080_1920_30fps.mp4,450,509,214,1554,676,MOTOR,43
std_14813946_1080_1920_30fps.mp4,450,111,211,341,645,MOTOR,16
std_14813946_1080_1920_30fps.mp4,450,172,216,526,659,MOTOR,34
std_14813946_1080_1920_30fps.mp4,450,-14,288,14,878,MOTOR,0
std_14813946_1080_1920_30fps.mp4,450,427,227,1294,685,MOTOR,53
std_14813946_1080_1920_30fps.mp4,450,209,207,638,639,PAKAI HELM,31
std_14813946_1080_1920_30fps.mp4,450,559,213,1692,656,PAKAI HELM,45
std_14813946_1080_1920_30fps.mp4,60,532,211,1607,638,PAKAI HELM,43
std_14813946_1080_1920_30fps.mp4,60,599,204,1836,630,PAKAI HELM,46
std_14813946_1080_1920_30fps.mp4,60,519,215,1565,660,MOTOR,45
std_14813946_1080_1920_30fps.mp4,60,331,211,992,639,MOTOR,42
std_14813946_1080_1920_30fps.mp4,60,581,215,1801,650,MOTOR,43
std_14813946_1080_1920_30fps.mp4,60,282,216,869,655,MOTOR,0
std_14813946_1080_1920_30fps.mp4,60,443,210,1356,647,MOTOR,0
std_14813946_1080_1920_30fps.mp4,60,361,215,1100,658,MOTOR,0
std_14813946_1080_1920_30fps.mp4,60,546,208,1677,653,MOTOR,43
std_14813946_1080_1920_30fps.mp4,90,587,215,1770,652,MOTOR,46
std_14813946_1080_1920_30fps.mp4,90,537,222,1611,670,MOTOR,47
std_14813946_1080_1920_30fps.mp4,90,75,216,249,673,MOTOR,0
std_14813946_1080_1920_30fps.mp4,90,296,220,949,675,MOTOR,48
std_14813946_1080_1920_30fps.mp4,90,435,218,1316,659,MOTOR,46
std_14813946_1080_1920_30fps.mp4,90,493,214,1497,661,MOTOR,46
std_14813946_1080_1920_30fps.mp4,90,455,214,1378,642,MOTOR,46
std_14813946_1080_1920_30fps.mp4,90,629,214,1908,647,MOTOR,47
std_14813946_1080_1920_30fps.mp4,90,653,421,692,442,PAKAI HELM,47
std_14813946_1080_1920_30fps.mp4,90,1064,420,1094,436,PAKAI HELM,46
std_5210841-uhd_3840_2160_30fps.mp4,1015,304,198,918,601,MOTOR,30
std_5210841-uhd_3840_2160_30fps.mp4,1015,338,186,1018,575,MOTOR,50
std_5210841-uhd_3840_2160_30fps.mp4,1015,601,376,611,385,PAKAI HELM,50
std_5210841-uhd_3840_2160_30fps.mp4,1044,639,380,652,396,MOTOR,31
std_5210841-uhd_3840_2160_30fps.mp4,1044,333,189,1002,576,MOTOR,50
std_5210841-uhd_3840_2160_30fps.mp4,1044,348,182,1053,552,MOTOR,50
std_5210841-uhd_3840_2160_30fps.mp4,1073,337,198,1007,573,MOTOR,50
std_5210841-uhd_3840_2160_30fps.mp4,1073,347,179,1052,552,MOTOR,50
std_5210841-uhd_3840_2160_30fps.mp4,1102,688,366,698,379,MOTOR,50
std_5210841-uhd_3840_2160_30fps.mp4,1102,358,178,1075,555,MOTOR,45
std_5210841-uhd_3840_2160_30fps.mp4,116,306,193,924,586,MOTOR,45
std_5210841-uhd_3840_2160_30fps.mp4,116,269,205,818,629,MOTOR,45
std_5210841-uhd_3840_2160_30fps.mp4,116,536,388,546,399,TIDAK PAKAI HELM,50
std_5210841-uhd_3840_2160_30fps.mp4,145,294,201,891,591,MOTOR,51
std_5210841-uhd_3840_2160_30fps.mp4,145,320,187,973,570,MOTOR,51
std_5210841-uhd_3840_2160_30fps.mp4,174,316,188,959,572,MOTOR,51
std_5210841-uhd_3840_2160_30fps.mp4,174,332,183,1013,557,MOTOR,51
std_5210841-uhd_3840_2160_30fps.mp4,203,330,184,1001,559,MOTOR,51
std_5210841-uhd_3840_2160_30fps.mp4,203,347,182,1047,548,MOTOR,51
std_5210841-uhd_3840_2160_30fps.mp4,232,341,180,1034,553,MOTOR,51
std_5210841-uhd_3840_2160_30fps.mp4,232,358,186,1083,564,MOTOR,49
std_5210841-uhd_3840_2160_30fps.mp4,232,347,180,1051,539,MOTOR,49
std_5210841-uhd_3840_2160_30fps.mp4,261,347,175,1050,542,MOTOR,48
std_5210841-uhd_3840_2160_30fps.mp4,261,338,192,1029,587,MOTOR,48
std_5210841-uhd_3840_2160_30fps.mp4,290,343,180,1038,538,MOTOR,48
std_5210841-uhd_3840_2160_30fps.mp4,290,318,204,963,609,MOTOR,48
std_5210841-uhd_3840_2160_30fps.mp4,290,624,392,639,405,PAKAI HELM,48
std_5210841-uhd_3840_2160_30fps.mp4,29,162,232,490,698,MOTOR,50
std_5210841-uhd_3840_2160_30fps.mp4,29,330,439,352,458,TIDAK PAKAI HELM,50
std_5210841-uhd_3840_2160_30fps.mp4,319,271,226,817,685,MOTOR,30
std_5210841-uhd_3840_2160_30fps.mp4,319,334,173,1009,530,MOTOR,30
std_5210841-uhd_3840_2160_30fps.mp4,319,524,425,544,444,PAKAI HELM,30
std_5210841-uhd_3840_2160_30fps.mp4,348,186,583,229,623,TIDAK PAKAI HELM,30
std_5210841-uhd_3840_2160_30fps.mp4,580,157,248,488,776,MOTOR,44
std_5210841-uhd_3840_2160_30fps.mp4,580,275,452,296,473,TIDAK PAKAI HELM,44
std_5210841-uhd_3840_2160_30fps.mp4,58,243,234,720,698,MOTOR,42
std_5210841-uhd_3840_2160_30fps.mp4,58,78,260,258,801,MOTOR,45
std_5210841-uhd_3840_2160_30fps.mp4,58,136,481,163,508,TIDAK PAKAI HELM,45
std_5210841-uhd_3840_2160_30fps.mp4,609,243,210,729,655,MOTOR,44
std_5210841-uhd_3840_2160_30fps.mp4,609,459,403,480,420,TIDAK PAKAI HELM,44
std_5210841-uhd_3840_2160_30fps.mp4,638,269,204,826,619,MOTOR,44
std_5210841-uhd_3840_2160_30fps.mp4,638,546,384,557,394,TIDAK PAKAI HELM,44
std_5210841-uhd_3840_2160_30fps.mp4,667,301,194,913,595,MOTOR,44
std_5210841-uhd_3840_2160_30fps.mp4,696,321,204,962,590,MOTOR,44
std_5210841-uhd_3840_2160_30fps.mp4,696,359,185,1092,564,MOTOR,43
std_5210841-uhd_3840_2160_30fps.mp4,725,341,182,1023,567,MOTOR,43
std_5210841-uhd_3840_2160_30fps.mp4,725,354,185,1065,582,MOTOR,43
std_5210841-uhd_3840_2160_30fps.mp4,754,347,174,1051,540,PAKAI HELM,43
std_5210841-uhd_3840_2160_30fps.mp4,754,347,213,1033,614,PAKAI HELM,42
std_5210841-uhd_3840_2160_30fps.mp4,754,349,184,1051,554,MOTOR,40
std_5210841-uhd_3840_2160_30fps.mp4,754,341,197,1030,599,MOTOR,42
std_5210841-uhd_3840_2160_30fps.mp4,783,322,199,973,600,PAKAI HELM,45
std_5210841-uhd_3840_2160_30fps.mp4,783,695,352,706,368,PAKAI HELM,41
std_5210841-uhd_3840_2160_30fps.mp4,783,320,209,971,635,MOTOR,46
std_5210841-uhd_3840_2160_30fps.mp4,783,351,178,1056,548,MOTOR,43
std_5210841-uhd_3840_2160_30fps.mp4,812,286,214,869,651,PAKAI HELM,45
std_5210841-uhd_3840_2160_30fps.mp4,812,277,229,848,695,MOTOR,42
std_5210841-uhd_3840_2160_30fps.mp4,812,337,176,1023,535,MOTOR,42
std_5210841-uhd_3840_2160_30fps.mp4,841,190,271,580,827,PAKAI HELM,41
std_5210841-uhd_3840_2160_30fps.mp4,841,168,312,544,940,MOTOR,41
std_5210841-uhd_3840_2160_30fps.mp4,87,203,228,636,685,MOTOR,40
std_5210841-uhd_3840_2160_30fps.mp4,87,278,202,844,612,MOTOR,40
std_5210841-uhd_3840_2160_30fps.mp4,928,81,237,260,704,PAKAI HELM,53
std_5210841-uhd_3840_2160_30fps.mp4,928,112,262,345,785,MOTOR,55
std_5210841-uhd_3840_2160_30fps.mp4,928,214,243,660,736,MOTOR,50
std_5210841-uhd_3840_2160_30fps.mp4,928,224,225,679,679,TIDAK PAKAI HELM,50
std_5210841-uhd_3840_2160_30fps.mp4,957,220,203,679,628,PAKAI HELM,53
std_5210841-uhd_3840_2160_30fps.mp4,957,150,222,461,673,PAKAI HELM,57
std_5210841-uhd_3840_2160_30fps.mp4,957,284,187,873,600,PAKAI HELM,60
std_5210841-uhd_3840_2160_30fps.mp4,957,213,216,670,670,MOTOR,58
std_5210841-uhd_3840_2160_30fps.mp4,957,135,257,442,775,MOTOR,59
std_5210841-uhd_3840_2160_30fps.mp4,957,285,209,867,635,MOTOR,59
std_5210841-uhd_3840_2160_30fps.mp4,986,258,196,781,597,PAKAI HELM,60
std_5210841-uhd_3840_2160_30fps.mp4,986,315,187,956,564,PAKAI HELM,60
std_5210841-uhd_3840_2160_30fps.mp4,986,253,205,778,633,MOTOR,60
std_5210841-uhd_3840_2160_30fps.mp4,986,266,194,821,602,MOTOR,61
std_5210841-uhd_3840_2160_30fps.mp4,986,630,394,644,413,MOTOR,54
std_VID_20251129_140711.mp4,116,293,134,893,409,PAKAI HELM,23
std_VID_20251129_140711.mp4,116,543,139,1641,428,MOTOR,25
std_VID_20251129_140711.mp4,116,288,164,876,492,MOTOR,23
std_VID_20251129_140711.mp4,145,183,139,567,428,MOTOR,24
std_VID_20251129_140711.mp4,29,357,163,1092,496,MOTOR,30
std_VID_20251129_140711.mp4,58,556,134,1683,413,PAKAI HELM,25
std_VID_20251129_140711.mp4,58,547,148,1643,465,MOTOR,25
std_VID_20251129_140711.mp4,58,458,151,1383,475,MOTOR,24
std_VID_20251129_140711.mp4,87,526,139,1588,412,PAKAI HELM,25
std_VID_20251129_140711.mp4,87,411,147,1236,460,MOTOR,24
std_VID_20251129_140711.mp4,87,541,144,1642,444,MOTOR,24
std_VID_20251129_140711.mp4,87,452,148,1368,461,MOTOR,24
std_VID_20251201_155431.mp4,112,639,197,1918,674,MOTOR,34
std_VID_20251201_155431.mp4,140,272,163,828,504,PAKAI HELM,24
std_VID_20251201_155431.mp4,140,249,192,771,589,MOTOR,24
std_VID_20251201_155431.mp4,168,182,173,558,527,PAKAI HELM,34
std_VID_20251201_155431.mp4,168,173,210,529,625,MOTOR,34
std_VID_20251201_155431.mp4,196,165,178,520,568,PAKAI HELM,34
std_VID_20251201_155431.mp4,196,172,198,522,610,MOTOR,36
std_VID_20251201_155431.mp4,224,176,183,543,573,PAKAI HELM,37
std_VID_20251201_155431.mp4,224,169,201,526,602,MOTOR,37
std_VID_20251201_155912.mp4,120,23,228,76,699,PAKAI HELM,37
std_VID_20251201_155912.mp4,120,61,258,182,737,PAKAI HELM,16
std_VID_20251201_155912.mp4,120,52,261,147,762,PAKAI HELM,18
std_VID_20251201_155912.mp4,120,202,220,613,666,PAKAI HELM,19
std_VID_20251201_155912.mp4,120,28,242,92,745,MOTOR,18
std_VID_20251201_155912.mp4,120,61,244,202,735,MOTOR,17
std_VID_20251201_155912.mp4,120,205,225,629,690,MOTOR,16
std_VID_20251201_155912.mp4,150,21,474,51,521,MOTOR,18
std_VID_20251201_155912.mp4,150,63,219,215,686,MOTOR,15
std_VID_20251201_155912.mp4,180,333,213,1012,646,MOTOR,23
std_VID_20251201_155912.mp4,30,441,205,1330,624,PAKAI HELM,17
std_VID_20251201_155912.mp4,30,165,221,502,675,PAKAI HELM,23
std_VID_20251201_155912.mp4,30,447,211,1370,664,MOTOR,21
std_VID_20251201_155912.mp4,30,506,214,1537,647,MOTOR,21
std_VID_20251201_155912.mp4,30,169,252,553,737,MOTOR,25
std_VID_20251201_155912.mp4,30,178,246,541,745,MOTOR,27
std_VID_20251201_155912.mp4,30,318,235,969,715,MOTOR,25
std_VID_20251201_155912.mp4,30,462,215,1419,652,MOTOR,21
std_VID_20251201_155912.mp4,30,305,211,927,643,PAKAI HELM,20
std_VID_20251201_155912.mp4,30,179,220,549,664,PAKAI HELM,25
std_VID_20251201_155912.mp4,60,628,189,1901,578,PAKAI HELM,21
std_VID_20251201_155912.mp4,60,129,226,394,684,PAKAI HELM,25
std_VID_20251201_155912.mp4,60,204,242,633,723,PAKAI HELM,26
std_VID_20251201_155912.mp4,60,72,251,220,758,MOTOR,26
std_VID_20251201_155912.mp4,60,113,257,347,774,MOTOR,25
std_VID_20251201_155912.mp4,60,620,217,1871,652,MOTOR,23
std_VID_20251201_155912.mp4,60,202,232,637,713,MOTOR,26
std_VID_20251201_155912.mp4,60,67,229,213,697,TIDAK PAKAI HELM,25
std_VID_20251201_155912.mp4,90,121,264,362,777,PAKAI HELM,27
std_VID_20251201_155912.mp4,90,88,229,279,692,PAKAI HELM,25
std_VID_20251201_155912.mp4,90,159,233,510,713,MOTOR,26
std_VID_20251201_155912.mp4,90,140,246,431,747,MOTOR,26
std_VID_20251201_155912.mp4,90,41,249,130,758,MOTOR,29
std_VID_20251201_155912.mp4,90,90,244,289,747,MOTOR,28
std_VID_20251201_155912.mp4,90,43,267,129,776,TIDAK PAKAI HELM,26
std_VID_20251201_155930.mp4,120,19,433,40,457,PAKAI HELM,31
std_VID_20251201_155930.mp4,120,504,248,1503,683,PAKAI HELM,16
std_VID_20251201_155930.mp4,120,142,217,442,635,PAKAI HELM,10
std_VID_20251201_155930.mp4,120,204,238,619,720,MOTOR,10
std_VID_20251201_155930.mp4,120,18,219,58,673,MOTOR,6
std_VID_20251201_155930.mp4,120,489,213,1479,646,MOTOR,5
std_VID_20251201_155930.mp4,120,132,238,409,719,MOTOR,0
std_VID_20251201_155930.mp4,120,299,249,904,758,MOTOR,7
std_VID_20251201_155930.mp4,120,283,239,855,734,TIDAK PAKAI HELM,6
std_VID_20251201_155930.mp4,120,530,399,592,545,TIDAK PAKAI HELM,5
std_VID_20251201_155930.mp4,120,201,193,611,590,TIDAK PAKAI HELM,4
std_VID_20251201_155930.mp4,150,453,205,1368,624,PAKAI HELM,13
std_VID_20251201_155930.mp4,150,29,215,102,652,PAKAI HELM,17
std_VID_20251201_155930.mp4,150,639,283,1918,874,MOTOR,15
std_VID_20251201_155930.mp4,150,41,234,130,714,MOTOR,19
std_VID_20251201_155930.mp4,150,193,245,590,732,MOTOR,0
std_VID_20251201_155930.mp4,150,438,225,1326,670,MOTOR,7
std_VID_20251201_155930.mp4,150,266,246,814,757,MOTOR,8
std_VID_20251201_155930.mp4,150,129,221,416,679,MOTOR,10
std_VID_20251201_155930.mp4,150,593,177,1803,543,TIDAK PAKAI HELM,14
std_VID_20251201_155930.mp4,150,554,186,1685,571,TIDAK PAKAI HELM,13
